	img	cm	label
CN80_E1_9.9x7.92	../dataset/tile\CN80_E1\CN80_E1-9.9-7.92.jpeg	CN80_E1_9.9x7.92	p30
CN80_E1_9.91x2.01	../dataset/tile\CN80_E1\CN80_E1-9.91-2.01.jpeg	CN80_E1_9.91x2.01	p30
CN80_E1_9.91x5.02	../dataset/tile\CN80_E1\CN80_E1-9.91-5.02.jpeg	CN80_E1_9.91x5.02	p30
CN80_E1_9.91x6.03	../dataset/tile\CN80_E1\CN80_E1-9.91-6.03.jpeg	CN80_E1_9.91x6.03	p30
CN80_E1_9.92x22.87	../dataset/tile\CN80_E1\CN80_E1-9.92-22.87.jpeg	CN80_E1_9.92x22.87	p30
CN80_E1_9.92x24.89	../dataset/tile\CN80_E1\CN80_E1-9.92-24.89.jpeg	CN80_E1_9.92x24.89	p30
CN80_E1_9.92x25.86	../dataset/tile\CN80_E1\CN80_E1-9.92-25.86.jpeg	CN80_E1_9.92x25.86	p30
CN80_E1_9.93x23.9	../dataset/tile\CN80_E1\CN80_E1-9.93-23.9.jpeg	CN80_E1_9.93x23.9	p30
CN81_E1_10.94x28.85	../dataset/tile\CN81_E1\CN81_E1-10.94-28.85.jpeg	CN81_E1_10.94x28.85	p30
CN81_E1_10.94x6.89	../dataset/tile\CN81_E1\CN81_E1-10.94-6.89.jpeg	CN81_E1_10.94x6.89	p30
CN81_E1_10.95x26.94	../dataset/tile\CN81_E1\CN81_E1-10.95-26.94.jpeg	CN81_E1_10.95x26.94	p30
CN81_E1_10.96x11.89	../dataset/tile\CN81_E1\CN81_E1-10.96-11.89.jpeg	CN81_E1_10.96x11.89	p30
CN81_E1_10.96x7.85	../dataset/tile\CN81_E1\CN81_E1-10.96-7.85.jpeg	CN81_E1_10.96x7.85	p30
CN81_E1_10.96x9.87	../dataset/tile\CN81_E1\CN81_E1-10.96-9.87.jpeg	CN81_E1_10.96x9.87	p30
CN81_E1_10.97x8.89	../dataset/tile\CN81_E1\CN81_E1-10.97-8.89.jpeg	CN81_E1_10.97x8.89	p30
CN81_E1_10.99x25.84	../dataset/tile\CN81_E1\CN81_E1-10.99-25.84.jpeg	CN81_E1_10.99x25.84	p30
CN81_E1_10.99x27.9	../dataset/tile\CN81_E1\CN81_E1-10.99-27.9.jpeg	CN81_E1_10.99x27.9	p30
CN81_E1_10.99x30.88	../dataset/tile\CN81_E1\CN81_E1-10.99-30.88.jpeg	CN81_E1_10.99x30.88	p30
CN81_E1_10.99x4.97	../dataset/tile\CN81_E1\CN81_E1-10.99-4.97.jpeg	CN81_E1_10.99x4.97	p30
CN81_E1_10.99x4	../dataset/tile\CN81_E1\CN81_E1-10.99-4.jpeg	CN81_E1_10.99x4	p30
CN81_E1_11.02x5.98	../dataset/tile\CN81_E1\CN81_E1-11.02-5.98.jpeg	CN81_E1_11.02x5.98	p30
CN81_E1_11.04x29.89	../dataset/tile\CN81_E1\CN81_E1-11.04-29.89.jpeg	CN81_E1_11.04x29.89	p30
CN81_E1_11.98x25.97	../dataset/tile\CN81_E1\CN81_E1-11.98-25.97.jpeg	CN81_E1_11.98x25.97	p30
CN81_E1_12x7.97	../dataset/tile\CN81_E1\CN81_E1-12-7.97.jpeg	CN81_E1_12x7.97	p30
CN81_E1_12.01x10.88	../dataset/tile\CN81_E1\CN81_E1-12.01-10.88.jpeg	CN81_E1_12.01x10.88	p30
CN81_E1_12.01x27.98	../dataset/tile\CN81_E1\CN81_E1-12.01-27.98.jpeg	CN81_E1_12.01x27.98	p30
CN81_E1_12.01x28.98	../dataset/tile\CN81_E1\CN81_E1-12.01-28.98.jpeg	CN81_E1_12.01x28.98	p30
CN81_E1_12.03x11.96	../dataset/tile\CN81_E1\CN81_E1-12.03-11.96.jpeg	CN81_E1_12.03x11.96	p30
CN81_E1_12.03x29.99	../dataset/tile\CN81_E1\CN81_E1-12.03-29.99.jpeg	CN81_E1_12.03x29.99	p30
CN81_E1_12.03x30.97	../dataset/tile\CN81_E1\CN81_E1-12.03-30.97.jpeg	CN81_E1_12.03x30.97	p30
CN81_E1_12.03x4.99	../dataset/tile\CN81_E1\CN81_E1-12.03-4.99.jpeg	CN81_E1_12.03x4.99	p30
CN81_E1_12.05x10.03	../dataset/tile\CN81_E1\CN81_E1-12.05-10.03.jpeg	CN81_E1_12.05x10.03	p30
CN81_E1_12.07x6.1	../dataset/tile\CN81_E1\CN81_E1-12.07-6.1.jpeg	CN81_E1_12.07x6.1	p30
CN81_E1_12.07x9.08	../dataset/tile\CN81_E1\CN81_E1-12.07-9.08.jpeg	CN81_E1_12.07x9.08	p30
CN81_E1_12.08x27.05	../dataset/tile\CN81_E1\CN81_E1-12.08-27.05.jpeg	CN81_E1_12.08x27.05	p30
CN81_E1_12.08x6.96	../dataset/tile\CN81_E1\CN81_E1-12.08-6.96.jpeg	CN81_E1_12.08x6.96	p30
CN81_E1_12.97x26.97	../dataset/tile\CN81_E1\CN81_E1-12.97-26.97.jpeg	CN81_E1_12.97x26.97	p30
CN81_E1_12.97x29.92	../dataset/tile\CN81_E1\CN81_E1-12.97-29.92.jpeg	CN81_E1_12.97x29.92	p30
CN81_E1_13.02x27.92	../dataset/tile\CN81_E1\CN81_E1-13.02-27.92.jpeg	CN81_E1_13.02x27.92	p30
CN81_E1_13.03x4.01	../dataset/tile\CN81_E1\CN81_E1-13.03-4.01.jpeg	CN81_E1_13.03x4.01	p30
CN81_E1_13.03x9.93	../dataset/tile\CN81_E1\CN81_E1-13.03-9.93.jpeg	CN81_E1_13.03x9.93	p30
CN81_E1_13.04x28.95	../dataset/tile\CN81_E1\CN81_E1-13.04-28.95.jpeg	CN81_E1_13.04x28.95	p30
CN81_E1_13.04x3.01	../dataset/tile\CN81_E1\CN81_E1-13.04-3.01.jpeg	CN81_E1_13.04x3.01	p30
CN81_E1_13.04x30.94	../dataset/tile\CN81_E1\CN81_E1-13.04-30.94.jpeg	CN81_E1_13.04x30.94	p30
CN81_E1_13.04x6.98	../dataset/tile\CN81_E1\CN81_E1-13.04-6.98.jpeg	CN81_E1_13.04x6.98	p30
CN81_E1_13.04x8.97	../dataset/tile\CN81_E1\CN81_E1-13.04-8.97.jpeg	CN81_E1_13.04x8.97	p30
CN81_E1_13.05x1.98	../dataset/tile\CN81_E1\CN81_E1-13.05-1.98.jpeg	CN81_E1_13.05x1.98	p30
CN81_E1_13.05x6.02	../dataset/tile\CN81_E1\CN81_E1-13.05-6.02.jpeg	CN81_E1_13.05x6.02	p30
CN81_E1_13.05x7.95	../dataset/tile\CN81_E1\CN81_E1-13.05-7.95.jpeg	CN81_E1_13.05x7.95	p30
CN81_E1_13.08x4.99	../dataset/tile\CN81_E1\CN81_E1-13.08-4.99.jpeg	CN81_E1_13.08x4.99	p30
CN81_E1_13.1x10.9	../dataset/tile\CN81_E1\CN81_E1-13.1-10.9.jpeg	CN81_E1_13.1x10.9	p30
CN81_E1_13.96x1.97	../dataset/tile\CN81_E1\CN81_E1-13.96-1.97.jpeg	CN81_E1_13.96x1.97	p30
CN81_E1_13.97x4.01	../dataset/tile\CN81_E1\CN81_E1-13.97-4.01.jpeg	CN81_E1_13.97x4.01	p30
CN81_E1_13.98x10.91	../dataset/tile\CN81_E1\CN81_E1-13.98-10.91.jpeg	CN81_E1_13.98x10.91	p30
CN81_E1_13.98x5.02	../dataset/tile\CN81_E1\CN81_E1-13.98-5.02.jpeg	CN81_E1_13.98x5.02	p30
CN81_E1_13.98x8.96	../dataset/tile\CN81_E1\CN81_E1-13.98-8.96.jpeg	CN81_E1_13.98x8.96	p30
CN81_E1_13.99x3	../dataset/tile\CN81_E1\CN81_E1-13.99-3.jpeg	CN81_E1_13.99x3	p30
CN81_E1_13.99x6.02	../dataset/tile\CN81_E1\CN81_E1-13.99-6.02.jpeg	CN81_E1_13.99x6.02	p30
CN81_E1_14x6.98	../dataset/tile\CN81_E1\CN81_E1-14-6.98.jpeg	CN81_E1_14x6.98	p30
CN81_E1_14x7.97	../dataset/tile\CN81_E1\CN81_E1-14-7.97.jpeg	CN81_E1_14x7.97	p30
CN81_E1_14x9.95	../dataset/tile\CN81_E1\CN81_E1-14-9.95.jpeg	CN81_E1_14x9.95	p30
CN81_E1_14.97x5.02	../dataset/tile\CN81_E1\CN81_E1-14.97-5.02.jpeg	CN81_E1_14.97x5.02	p30
CN81_E1_14.98x3	../dataset/tile\CN81_E1\CN81_E1-14.98-3.jpeg	CN81_E1_14.98x3	p30
CN81_E1_14.99x4	../dataset/tile\CN81_E1\CN81_E1-14.99-4.jpeg	CN81_E1_14.99x4	p30
CN81_E1_14.99x9.93	../dataset/tile\CN81_E1\CN81_E1-14.99-9.93.jpeg	CN81_E1_14.99x9.93	p30
CN81_E1_15x6	../dataset/tile\CN81_E1\CN81_E1-15-6.jpeg	CN81_E1_15x6	p30
CN81_E1_15x8.94	../dataset/tile\CN81_E1\CN81_E1-15-8.94.jpeg	CN81_E1_15x8.94	p30
CN81_E1_15.01x6.97	../dataset/tile\CN81_E1\CN81_E1-15.01-6.97.jpeg	CN81_E1_15.01x6.97	p30
CN81_E1_15.96x2.95	../dataset/tile\CN81_E1\CN81_E1-15.96-2.95.jpeg	CN81_E1_15.96x2.95	p30
CN81_E1_15.96x9.89	../dataset/tile\CN81_E1\CN81_E1-15.96-9.89.jpeg	CN81_E1_15.96x9.89	p30
CN81_E1_15.97x5.97	../dataset/tile\CN81_E1\CN81_E1-15.97-5.97.jpeg	CN81_E1_15.97x5.97	p30
CN81_E1_15.98x3.98	../dataset/tile\CN81_E1\CN81_E1-15.98-3.98.jpeg	CN81_E1_15.98x3.98	p30
CN81_E1_15.99x5	../dataset/tile\CN81_E1\CN81_E1-15.99-5.jpeg	CN81_E1_15.99x5	p30
CN81_E1_15.99x6.94	../dataset/tile\CN81_E1\CN81_E1-15.99-6.94.jpeg	CN81_E1_15.99x6.94	p30
CN81_E1_15.99x8.88	../dataset/tile\CN81_E1\CN81_E1-15.99-8.88.jpeg	CN81_E1_15.99x8.88	p30
CN81_E1_16x7.95	../dataset/tile\CN81_E1\CN81_E1-16-7.95.jpeg	CN81_E1_16x7.95	p30
CN81_E1_16.93x5.02	../dataset/tile\CN81_E1\CN81_E1-16.93-5.02.jpeg	CN81_E1_16.93x5.02	p30
CN81_E1_16.93x6.97	../dataset/tile\CN81_E1\CN81_E1-16.93-6.97.jpeg	CN81_E1_16.93x6.97	p30
CN81_E1_16.94x7.95	../dataset/tile\CN81_E1\CN81_E1-16.94-7.95.jpeg	CN81_E1_16.94x7.95	p30
CN81_E1_16.94x8.95	../dataset/tile\CN81_E1\CN81_E1-16.94-8.95.jpeg	CN81_E1_16.94x8.95	p30
CN81_E1_16.96x6.01	../dataset/tile\CN81_E1\CN81_E1-16.96-6.01.jpeg	CN81_E1_16.96x6.01	p30
CN81_E1_17.95x5.99	../dataset/tile\CN81_E1\CN81_E1-17.95-5.99.jpeg	CN81_E1_17.95x5.99	p30
CN81_E1_17.96x8.9	../dataset/tile\CN81_E1\CN81_E1-17.96-8.9.jpeg	CN81_E1_17.96x8.9	p30
CN81_E1_17.96x9.92	../dataset/tile\CN81_E1\CN81_E1-17.96-9.92.jpeg	CN81_E1_17.96x9.92	p30
CN81_E1_17.97x6.95	../dataset/tile\CN81_E1\CN81_E1-17.97-6.95.jpeg	CN81_E1_17.97x6.95	p30
CN81_E1_17.97x7.92	../dataset/tile\CN81_E1\CN81_E1-17.97-7.92.jpeg	CN81_E1_17.97x7.92	p30
CN81_E1_24.08x1.95	../dataset/tile\CN81_E1\CN81_E1-24.08-1.95.jpeg	CN81_E1_24.08x1.95	p30
CN81_E1_24.97x1.95	../dataset/tile\CN81_E1\CN81_E1-24.97-1.95.jpeg	CN81_E1_24.97x1.95	p30
CN81_E1_25x31.94	../dataset/tile\CN81_E1\CN81_E1-25-31.94.jpeg	CN81_E1_25x31.94	p30
CN81_E1_25.97x1.93	../dataset/tile\CN81_E1\CN81_E1-25.97-1.93.jpeg	CN81_E1_25.97x1.93	p30
CN81_E1_25.97x27.91	../dataset/tile\CN81_E1\CN81_E1-25.97-27.91.jpeg	CN81_E1_25.97x27.91	p30
CN81_E1_25.97x29.9	../dataset/tile\CN81_E1\CN81_E1-25.97-29.9.jpeg	CN81_E1_25.97x29.9	p30
CN81_E1_25.98x26.91	../dataset/tile\CN81_E1\CN81_E1-25.98-26.91.jpeg	CN81_E1_25.98x26.91	p30
CN81_E1_25.98x30.92	../dataset/tile\CN81_E1\CN81_E1-25.98-30.92.jpeg	CN81_E1_25.98x30.92	p30
CN81_E1_25.99x28.88	../dataset/tile\CN81_E1\CN81_E1-25.99-28.88.jpeg	CN81_E1_25.99x28.88	p30
CN81_E1_26x31.94	../dataset/tile\CN81_E1\CN81_E1-26-31.94.jpeg	CN81_E1_26x31.94	p30
CN81_E1_26.94x32.09	../dataset/tile\CN81_E1\CN81_E1-26.94-32.09.jpeg	CN81_E1_26.94x32.09	p30
CN81_E1_26.97x27.89	../dataset/tile\CN81_E1\CN81_E1-26.97-27.89.jpeg	CN81_E1_26.97x27.89	p30
CN81_E1_26.98x2.95	../dataset/tile\CN81_E1\CN81_E1-26.98-2.95.jpeg	CN81_E1_26.98x2.95	p30
CN81_E1_26.98x28.89	../dataset/tile\CN81_E1\CN81_E1-26.98-28.89.jpeg	CN81_E1_26.98x28.89	p30
CN81_E1_26.99x1.92	../dataset/tile\CN81_E1\CN81_E1-26.99-1.92.jpeg	CN81_E1_26.99x1.92	p30
CN81_E1_26.99x26.89	../dataset/tile\CN81_E1\CN81_E1-26.99-26.89.jpeg	CN81_E1_26.99x26.89	p30
CN81_E1_26.99x29.89	../dataset/tile\CN81_E1\CN81_E1-26.99-29.89.jpeg	CN81_E1_26.99x29.89	p30
CN81_E1_26.99x32.9	../dataset/tile\CN81_E1\CN81_E1-26.99-32.9.jpeg	CN81_E1_26.99x32.9	p30
CN81_E1_27x25.88	../dataset/tile\CN81_E1\CN81_E1-27-25.88.jpeg	CN81_E1_27x25.88	p30
CN81_E1_27.01x30.91	../dataset/tile\CN81_E1\CN81_E1-27.01-30.91.jpeg	CN81_E1_27.01x30.91	p30
CN81_E1_27.91x25.86	../dataset/tile\CN81_E1\CN81_E1-27.91-25.86.jpeg	CN81_E1_27.91x25.86	p30
CN81_E1_27.93x1.94	../dataset/tile\CN81_E1\CN81_E1-27.93-1.94.jpeg	CN81_E1_27.93x1.94	p30
CN81_E1_27.95x2.99	../dataset/tile\CN81_E1\CN81_E1-27.95-2.99.jpeg	CN81_E1_27.95x2.99	p30
CN81_E1_27.95x26.88	../dataset/tile\CN81_E1\CN81_E1-27.95-26.88.jpeg	CN81_E1_27.95x26.88	p30
CN81_E1_27.95x28.92	../dataset/tile\CN81_E1\CN81_E1-27.95-28.92.jpeg	CN81_E1_27.95x28.92	p30
CN81_E1_27.95x30.93	../dataset/tile\CN81_E1\CN81_E1-27.95-30.93.jpeg	CN81_E1_27.95x30.93	p30
CN81_E1_27.95x31.92	../dataset/tile\CN81_E1\CN81_E1-27.95-31.92.jpeg	CN81_E1_27.95x31.92	p30
CN81_E1_27.96x27.9	../dataset/tile\CN81_E1\CN81_E1-27.96-27.9.jpeg	CN81_E1_27.96x27.9	p30
CN81_E1_27.96x29.93	../dataset/tile\CN81_E1\CN81_E1-27.96-29.93.jpeg	CN81_E1_27.96x29.93	p30
CN81_E1_27.97x32.92	../dataset/tile\CN81_E1\CN81_E1-27.97-32.92.jpeg	CN81_E1_27.97x32.92	p30
CN81_E1_28.93x27.86	../dataset/tile\CN81_E1\CN81_E1-28.93-27.86.jpeg	CN81_E1_28.93x27.86	p30
CN81_E1_28.94x1.91	../dataset/tile\CN81_E1\CN81_E1-28.94-1.91.jpeg	CN81_E1_28.94x1.91	p30
CN81_E1_28.95x26.87	../dataset/tile\CN81_E1\CN81_E1-28.95-26.87.jpeg	CN81_E1_28.95x26.87	p30
CN81_E1_28.97x2.92	../dataset/tile\CN81_E1\CN81_E1-28.97-2.92.jpeg	CN81_E1_28.97x2.92	p30
CN81_E1_28.97x28.89	../dataset/tile\CN81_E1\CN81_E1-28.97-28.89.jpeg	CN81_E1_28.97x28.89	p30
CN81_E1_28.97x29.89	../dataset/tile\CN81_E1\CN81_E1-28.97-29.89.jpeg	CN81_E1_28.97x29.89	p30
CN81_E1_28.97x30.88	../dataset/tile\CN81_E1\CN81_E1-28.97-30.88.jpeg	CN81_E1_28.97x30.88	p30
CN81_E1_28.97x31.88	../dataset/tile\CN81_E1\CN81_E1-28.97-31.88.jpeg	CN81_E1_28.97x31.88	p30
CN81_E1_28.98x32.92	../dataset/tile\CN81_E1\CN81_E1-28.98-32.92.jpeg	CN81_E1_28.98x32.92	p30
CN81_E1_28.99x24.85	../dataset/tile\CN81_E1\CN81_E1-28.99-24.85.jpeg	CN81_E1_28.99x24.85	p30
CN81_E1_29x25.86	../dataset/tile\CN81_E1\CN81_E1-29-25.86.jpeg	CN81_E1_29x25.86	p30
CN81_E1_29.96x1.9	../dataset/tile\CN81_E1\CN81_E1-29.96-1.9.jpeg	CN81_E1_29.96x1.9	p30
CN81_E1_29.97x27.89	../dataset/tile\CN81_E1\CN81_E1-29.97-27.89.jpeg	CN81_E1_29.97x27.89	p30
CN81_E1_29.98x2.92	../dataset/tile\CN81_E1\CN81_E1-29.98-2.92.jpeg	CN81_E1_29.98x2.92	p30
CN81_E1_29.98x26.9	../dataset/tile\CN81_E1\CN81_E1-29.98-26.9.jpeg	CN81_E1_29.98x26.9	p30
CN81_E1_29.98x28.89	../dataset/tile\CN81_E1\CN81_E1-29.98-28.89.jpeg	CN81_E1_29.98x28.89	p30
CN81_E1_29.98x29.9	../dataset/tile\CN81_E1\CN81_E1-29.98-29.9.jpeg	CN81_E1_29.98x29.9	p30
CN81_E1_29.98x31.9	../dataset/tile\CN81_E1\CN81_E1-29.98-31.9.jpeg	CN81_E1_29.98x31.9	p30
CN81_E1_29.99x22.87	../dataset/tile\CN81_E1\CN81_E1-29.99-22.87.jpeg	CN81_E1_29.99x22.87	p30
CN81_E1_29.99x30.89	../dataset/tile\CN81_E1\CN81_E1-29.99-30.89.jpeg	CN81_E1_29.99x30.89	p30
CN81_E1_30x24.86	../dataset/tile\CN81_E1\CN81_E1-30-24.86.jpeg	CN81_E1_30x24.86	p30
CN81_E1_30.01x23.87	../dataset/tile\CN81_E1\CN81_E1-30.01-23.87.jpeg	CN81_E1_30.01x23.87	p30
CN81_E1_30.01x25.88	../dataset/tile\CN81_E1\CN81_E1-30.01-25.88.jpeg	CN81_E1_30.01x25.88	p30
CN81_E1_31x1.9	../dataset/tile\CN81_E1\CN81_E1-31-1.9.jpeg	CN81_E1_31x1.9	p30
CN81_E1_31.01x2.92	../dataset/tile\CN81_E1\CN81_E1-31.01-2.92.jpeg	CN81_E1_31.01x2.92	p30
CN81_E1_31.01x27.89	../dataset/tile\CN81_E1\CN81_E1-31.01-27.89.jpeg	CN81_E1_31.01x27.89	p30
CN81_E1_31.02x25.89	../dataset/tile\CN81_E1\CN81_E1-31.02-25.89.jpeg	CN81_E1_31.02x25.89	p30
CN81_E1_31.02x26.89	../dataset/tile\CN81_E1\CN81_E1-31.02-26.89.jpeg	CN81_E1_31.02x26.89	p30
CN81_E1_31.02x28.87	../dataset/tile\CN81_E1\CN81_E1-31.02-28.87.jpeg	CN81_E1_31.02x28.87	p30
CN81_E1_31.02x29.9	../dataset/tile\CN81_E1\CN81_E1-31.02-29.9.jpeg	CN81_E1_31.02x29.9	p30
CN81_E1_31.03x3.91	../dataset/tile\CN81_E1\CN81_E1-31.03-3.91.jpeg	CN81_E1_31.03x3.91	p30
CN81_E1_31.03x30.86	../dataset/tile\CN81_E1\CN81_E1-31.03-30.86.jpeg	CN81_E1_31.03x30.86	p30
CN81_E1_31.07x24.86	../dataset/tile\CN81_E1\CN81_E1-31.07-24.86.jpeg	CN81_E1_31.07x24.86	p30
CN81_E1_31.92x1.9	../dataset/tile\CN81_E1\CN81_E1-31.92-1.9.jpeg	CN81_E1_31.92x1.9	p30
CN81_E1_31.92x26.88	../dataset/tile\CN81_E1\CN81_E1-31.92-26.88.jpeg	CN81_E1_31.92x26.88	p30
CN81_E1_31.92x3.94	../dataset/tile\CN81_E1\CN81_E1-31.92-3.94.jpeg	CN81_E1_31.92x3.94	p30
CN81_E1_31.94x2.93	../dataset/tile\CN81_E1\CN81_E1-31.94-2.93.jpeg	CN81_E1_31.94x2.93	p30
CN81_E1_31.94x28.87	../dataset/tile\CN81_E1\CN81_E1-31.94-28.87.jpeg	CN81_E1_31.94x28.87	p30
CN81_E1_31.94x29.87	../dataset/tile\CN81_E1\CN81_E1-31.94-29.87.jpeg	CN81_E1_31.94x29.87	p30
CN81_E1_31.95x30.89	../dataset/tile\CN81_E1\CN81_E1-31.95-30.89.jpeg	CN81_E1_31.95x30.89	p30
CN81_E1_31.96x25.87	../dataset/tile\CN81_E1\CN81_E1-31.96-25.87.jpeg	CN81_E1_31.96x25.87	p30
CN81_E1_31.96x27.87	../dataset/tile\CN81_E1\CN81_E1-31.96-27.87.jpeg	CN81_E1_31.96x27.87	p30
CN81_E1_31.97x24.85	../dataset/tile\CN81_E1\CN81_E1-31.97-24.85.jpeg	CN81_E1_31.97x24.85	p30
CN81_E1_4.93x26.97	../dataset/tile\CN81_E1\CN81_E1-4.93-26.97.jpeg	CN81_E1_4.93x26.97	p30
CN81_E1_4.96x27.93	../dataset/tile\CN81_E1\CN81_E1-4.96-27.93.jpeg	CN81_E1_4.96x27.93	p30
CN81_E1_4.97x29.93	../dataset/tile\CN81_E1\CN81_E1-4.97-29.93.jpeg	CN81_E1_4.97x29.93	p30
CN81_E1_4.98x28.94	../dataset/tile\CN81_E1\CN81_E1-4.98-28.94.jpeg	CN81_E1_4.98x28.94	p30
CN81_E1_4.99x30.94	../dataset/tile\CN81_E1\CN81_E1-4.99-30.94.jpeg	CN81_E1_4.99x30.94	p30
CN81_E1_5x31.9	../dataset/tile\CN81_E1\CN81_E1-5-31.9.jpeg	CN81_E1_5x31.9	p30
CN81_E1_5.93x28.96	../dataset/tile\CN81_E1\CN81_E1-5.93-28.96.jpeg	CN81_E1_5.93x28.96	p30
CN81_E1_5.95x26.95	../dataset/tile\CN81_E1\CN81_E1-5.95-26.95.jpeg	CN81_E1_5.95x26.95	p30
CN81_E1_5.95x31.97	../dataset/tile\CN81_E1\CN81_E1-5.95-31.97.jpeg	CN81_E1_5.95x31.97	p30
CN81_E1_5.96x29.94	../dataset/tile\CN81_E1\CN81_E1-5.96-29.94.jpeg	CN81_E1_5.96x29.94	p30
CN81_E1_5.96x30.96	../dataset/tile\CN81_E1\CN81_E1-5.96-30.96.jpeg	CN81_E1_5.96x30.96	p30
CN81_E1_5.96x32.95	../dataset/tile\CN81_E1\CN81_E1-5.96-32.95.jpeg	CN81_E1_5.96x32.95	p30
CN81_E1_5.98x25.92	../dataset/tile\CN81_E1\CN81_E1-5.98-25.92.jpeg	CN81_E1_5.98x25.92	p30
CN81_E1_6.02x27.99	../dataset/tile\CN81_E1\CN81_E1-6.02-27.99.jpeg	CN81_E1_6.02x27.99	p30
CN81_E1_6.95x27.92	../dataset/tile\CN81_E1\CN81_E1-6.95-27.92.jpeg	CN81_E1_6.95x27.92	p30
CN81_E1_6.95x30.94	../dataset/tile\CN81_E1\CN81_E1-6.95-30.94.jpeg	CN81_E1_6.95x30.94	p30
CN81_E1_6.96x26.93	../dataset/tile\CN81_E1\CN81_E1-6.96-26.93.jpeg	CN81_E1_6.96x26.93	p30
CN81_E1_6.96x29.98	../dataset/tile\CN81_E1\CN81_E1-6.96-29.98.jpeg	CN81_E1_6.96x29.98	p30
CN81_E1_6.96x31.97	../dataset/tile\CN81_E1\CN81_E1-6.96-31.97.jpeg	CN81_E1_6.96x31.97	p30
CN81_E1_6.97x28.93	../dataset/tile\CN81_E1\CN81_E1-6.97-28.93.jpeg	CN81_E1_6.97x28.93	p30
CN81_E1_6.98x25.91	../dataset/tile\CN81_E1\CN81_E1-6.98-25.91.jpeg	CN81_E1_6.98x25.91	p30
CN81_E1_7.92x28.89	../dataset/tile\CN81_E1\CN81_E1-7.92-28.89.jpeg	CN81_E1_7.92x28.89	p30
CN81_E1_7.94x24.89	../dataset/tile\CN81_E1\CN81_E1-7.94-24.89.jpeg	CN81_E1_7.94x24.89	p30
CN81_E1_7.95x26.9	../dataset/tile\CN81_E1\CN81_E1-7.95-26.9.jpeg	CN81_E1_7.95x26.9	p30
CN81_E1_7.96x27.89	../dataset/tile\CN81_E1\CN81_E1-7.96-27.89.jpeg	CN81_E1_7.96x27.89	p30
CN81_E1_7.96x29.96	../dataset/tile\CN81_E1\CN81_E1-7.96-29.96.jpeg	CN81_E1_7.96x29.96	p30
CN81_E1_7.97x25.89	../dataset/tile\CN81_E1\CN81_E1-7.97-25.89.jpeg	CN81_E1_7.97x25.89	p30
CN81_E1_7.97x30.91	../dataset/tile\CN81_E1\CN81_E1-7.97-30.91.jpeg	CN81_E1_7.97x30.91	p30
CN81_E1_7.97x32.93	../dataset/tile\CN81_E1\CN81_E1-7.97-32.93.jpeg	CN81_E1_7.97x32.93	p30
CN81_E1_7.97x5.02	../dataset/tile\CN81_E1\CN81_E1-7.97-5.02.jpeg	CN81_E1_7.97x5.02	p30
CN81_E1_7.98x10.88	../dataset/tile\CN81_E1\CN81_E1-7.98-10.88.jpeg	CN81_E1_7.98x10.88	p30
CN81_E1_7.98x23.89	../dataset/tile\CN81_E1\CN81_E1-7.98-23.89.jpeg	CN81_E1_7.98x23.89	p30
CN81_E1_7.98x31.93	../dataset/tile\CN81_E1\CN81_E1-7.98-31.93.jpeg	CN81_E1_7.98x31.93	p30
CN81_E1_7.98x33.94	../dataset/tile\CN81_E1\CN81_E1-7.98-33.94.jpeg	CN81_E1_7.98x33.94	p30
CN81_E1_7.99x5.95	../dataset/tile\CN81_E1\CN81_E1-7.99-5.95.jpeg	CN81_E1_7.99x5.95	p30
CN81_E1_8.95x3.04	../dataset/tile\CN81_E1\CN81_E1-8.95-3.04.jpeg	CN81_E1_8.95x3.04	p30
CN81_E1_8.96x23.88	../dataset/tile\CN81_E1\CN81_E1-8.96-23.88.jpeg	CN81_E1_8.96x23.88	p30
CN81_E1_8.98x3.94	../dataset/tile\CN81_E1\CN81_E1-8.98-3.94.jpeg	CN81_E1_8.98x3.94	p30
CN81_E1_8.99x24.95	../dataset/tile\CN81_E1\CN81_E1-8.99-24.95.jpeg	CN81_E1_8.99x24.95	p30
CN81_E1_8.99x30.92	../dataset/tile\CN81_E1\CN81_E1-8.99-30.92.jpeg	CN81_E1_8.99x30.92	p30
CN81_E1_8.99x4.98	../dataset/tile\CN81_E1\CN81_E1-8.99-4.98.jpeg	CN81_E1_8.99x4.98	p30
CN81_E1_9x29.89	../dataset/tile\CN81_E1\CN81_E1-9-29.89.jpeg	CN81_E1_9x29.89	p30
CN81_E1_9x31.92	../dataset/tile\CN81_E1\CN81_E1-9-31.92.jpeg	CN81_E1_9x31.92	p30
CN81_E1_9.01x26.95	../dataset/tile\CN81_E1\CN81_E1-9.01-26.95.jpeg	CN81_E1_9.01x26.95	p30
CN81_E1_9.01x27.91	../dataset/tile\CN81_E1\CN81_E1-9.01-27.91.jpeg	CN81_E1_9.01x27.91	p30
CN81_E1_9.02x32.9	../dataset/tile\CN81_E1\CN81_E1-9.02-32.9.jpeg	CN81_E1_9.02x32.9	p30
CN81_E1_9.02x5.95	../dataset/tile\CN81_E1\CN81_E1-9.02-5.95.jpeg	CN81_E1_9.02x5.95	p30
CN81_E1_9.03x25.89	../dataset/tile\CN81_E1\CN81_E1-9.03-25.89.jpeg	CN81_E1_9.03x25.89	p30
